Cliente_ID,Genero,Idade,Parceiro,Dependentes,Tempo_Cliente_Meses,Tipo_Contrato,Servico_Internet,Suporte_Tecnico,Streaming,Cobranca_Sem_Papel,Metodo_Pagamento,Chamadas_Suporte_6M,Atrasos_Pagamento_12M,Valor_Mensal,Valor_Total,Satisfacao,Churn
CLI00806,Masculino,29,Sim,Não,48,Mensal,DSL,Sim,Não,Sim,Cartão de Crédito,1,0,82.69,4039.98,3,Sim
CLI00807,Masculino,37,Sim,Não,53,Mensal,Fibra,Sim,Não,Sim,PIX,0,2,94.36,4792.42,3,Sim
CLI00808,Masculino,39,Não,Não,16,Bienal,DSL,Não,Não,Sim,Cartão de Crédito,1,1,47.58,741.24,4,Não
CLI00809,Feminino,55,Sim,Não,21,Mensal,DSL,Sim,Sim,Não,Cartão de Crédito,1,0,97.62,2063.56,4,Não
CLI00810,Masculino,25,Não,Não,50,Anual,Fibra,Sim,Não,Sim,PIX,2,0,105.31,4981.44,3,Sim
CLI00811,Feminino,45,Não,Não,34,Mensal,Fibra,Não,Não,Não,Débito Automático,3,1,84.83,2865.06,2,Sim
CLI00812,Feminino,58,Sim,Não,14,Mensal,Fibra,Sim,Não,Não,Cartão de Crédito,0,1,111.99,1567.86,5,Não
CLI00813,Feminino,33,Não,Sim,11,Anual,Fibra,Sim,Sim,Sim,Débito Automático,2,0,115.76,1245.5,2,Não
CLI00814,Feminino,75,Não,Não,32,Mensal,DSL,Não,Não,Não,Débito Automático,2,0,83.56,2629.6,5,Sim
CLI00815,Feminino,46,Não,Não,17,Anual,Fibra,Sim,Não,Sim,Débito Automático,1,0,89.44,1507.61,3,Não
CLI00816,Feminino,57,Não,Não,13,Bienal,DSL,Sim,Não,Não,Boleto,1,1,64.96,800.59,4,Não
CLI00817,Feminino,57,Não,Sim,37,Anual,Fibra,Sim,Não,Não,Cartão de Crédito,2,1,94.17,3565.59,5,Não
CLI00818,Feminino,22,Sim,Sim,34,Mensal,DSL,Não,Sim,Sim,Boleto,1,0,87.2,2824.4,3,Sim
CLI00819,Feminino,50,Sim,Sim,4,Mensal,DSL,Sim,Não,Não,Boleto,1,1,52.98,216.48,5,Sim
CLI00820,Feminino,47,Não,Sim,34,Mensal,Fibra,Não,Não,Não,Boleto,4,2,109.03,3703.0,5,Não
CLI00821,Masculino,58,Sim,Não,5,Mensal,Fibra,Sim,Sim,Não,Boleto,0,3,112.21,558.65,4,Não
CLI00822,Masculino,33,Não,Não,51,Mensal,Fibra,Não,Não,Não,PIX,0,0,94.27,4941.02,3,Não
CLI00823,Masculino,42,Não,Não,35,Anual,Fibra,Não,Não,Sim,Débito Automático,1,2,103.1,3685.51,3,Sim
CLI00824,Feminino,54,Sim,Não,34,Bienal,Fibra,Sim,Não,Sim,Débito Automático,4,1,73.81,2489.69,1,Não
CLI00825,Masculino,19,Não,Não,23,Anual,Sem Internet,Não Aplicável,Não Aplicável,Não,Débito Automático,4,1,35.55,793.26,1,Sim
CLI00826,Masculino,74,Não,Não,35,Anual,DSL,Não,Não,Sim,PIX,0,3,58.58,1940.31,2,Sim
CLI00827,Feminino,61,Não,Sim,46,Mensal,DSL,Sim,Não,Sim,Boleto,4,1,77.14,3432.8,4,Não
CLI00828,Feminino,34,Sim,Sim,21,Mensal,Fibra,Sim,Não,Sim,Cartão de Crédito,2,0,77.48,1583.11,5,Não
CLI00829,Feminino,49,Sim,Não,55,Bienal,Fibra,Sim,Sim,Sim,Boleto,1,2,111.04,5763.7,4,Não
CLI00830,Masculino,58,Não,Sim,51,Anual,DSL,Sim,Não,Sim,PIX,1,1,55.1,2712.04,3,Não
CLI00831,Feminino,61,Não,Não,42,Anual,Fibra,Não,Não,Não,PIX,1,3,90.5,3903.98,5,Sim
CLI00832,Feminino,41,Não,Não,6,Bienal,Fibra,Não,Sim,Não,PIX,0,1,94.19,553.28,4,Sim
CLI00833,Feminino,60,Sim,Não,67,Bienal,DSL,Não,Não,Sim,PIX,0,0,39.61,2729.33,5,Não
CLI00834,Feminino,70,Sim,Não,14,Mensal,DSL,Sim,Sim,Não,Débito Automático,0,1,85.25,1195.21,3,Não
CLI00835,Masculino,21,Não,Não,14,Mensal,DSL,Sim,Não,Sim,Boleto,2,0,86.18,1162.96,2,Não
CLI00836,Feminino,21,Não,Sim,34,Anual,DSL,Sim,Sim,Não,Cartão de Crédito,0,1,91.94,3145.69,4,Não
CLI00837,Feminino,49,Sim,Sim,54,Anual,Fibra,Sim,Não,Sim,Cartão de Crédito,1,1,88.38,4653.76,4,Não
CLI00838,Masculino,56,Sim,Sim,26,Anual,Sem Internet,Não Aplicável,Não Aplicável,Não,PIX,1,0,18.46,475.51,3,Não
CLI00839,Feminino,53,Não,Sim,55,Mensal,DSL,Não,Não,Sim,PIX,0,1,79.92,4272.04,4,Sim
CLI00840,Feminino,24,Sim,Não,20,Mensal,DSL,Não,Sim,Não,Cartão de Crédito,4,0,53.5,1017.62,1,Sim
CLI00841,Masculino,38,Não,Sim,42,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,2,1,38.53,1633.27,4,Não
CLI00842,Feminino,48,Sim,Não,23,Mensal,DSL,Sim,Não,Sim,Boleto,0,2,61.93,1396.52,5,Sim
CLI00843,Masculino,48,Sim,Sim,36,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,2,2,21.75,778.03,4,Não
CLI00844,Masculino,74,Não,Não,28,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,0,0,30.38,832.0,4,Não
CLI00845,Masculino,36,Não,Sim,21,Bienal,Fibra,Sim,Sim,Sim,Boleto,1,0,117.34,2359.18,3,Não
CLI00846,Masculino,21,Sim,Não,26,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,3,1,30.44,807.55,2,Não
CLI00847,Masculino,69,Sim,Não,25,Anual,Sem Internet,Não Aplicável,Não Aplicável,Não,PIX,0,1,40.61,1042.04,4,Não
CLI00848,Masculino,39,Não,Não,4,Mensal,DSL,Não,Não,Sim,PIX,0,1,76.58,288.79,5,Sim
CLI00849,Feminino,35,Não,Sim,20,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,0,0,36.52,751.78,5,Não
CLI00850,Masculino,36,Não,Não,21,Mensal,DSL,Sim,Sim,Sim,Cartão de Crédito,0,1,89.21,1790.01,4,Não
CLI00851,Feminino,68,Sim,Não,47,Mensal,DSL,Sim,Sim,Sim,Boleto,0,1,84.43,3993.9,3,Sim
CLI00852,Feminino,29,Sim,Não,21,Anual,DSL,Não,Não,Sim,Boleto,0,3,50.31,1034.11,4,Sim
CLI00853,Masculino,54,Não,Sim,46,Bienal,Fibra,Sim,Sim,Sim,PIX,3,1,94.08,4180.8,2,Não
CLI00854,Masculino,69,Não,Não,32,Anual,DSL,Não,Sim,Sim,Cartão de Crédito,1,0,82.38,2623.84,4,Não
CLI00855,Masculino,23,Não,Sim,36,Bienal,DSL,Sim,Não,Não,Boleto,1,1,84.77,2920.22,5,Não
CLI00856,Masculino,61,Sim,Não,21,Anual,Fibra,Sim,Sim,Sim,Boleto,1,3,105.39,2136.93,4,Sim
CLI00857,Masculino,47,Sim,Não,16,Anual,DSL,Não,Sim,Sim,PIX,2,0,61.32,927.98,2,Não
CLI00858,Feminino,21,Não,Sim,51,Anual,Fibra,Sim,Não,Sim,Cartão de Crédito,2,0,102.08,5028.67,3,Não
CLI00859,Masculino,71,Não,Não,36,Anual,DSL,Não,Sim,Sim,Boleto,0,2,64.62,2343.51,4,Não
CLI00860,Feminino,24,Sim,Não,17,Anual,Fibra,Não,Não,Sim,Boleto,0,1,81.93,1362.41,5,Não
CLI00861,Feminino,70,Não,Sim,42,Anual,Fibra,Sim,Não,Sim,Débito Automático,0,1,87.53,3621.02,4,Não
CLI00862,Masculino,74,Sim,Sim,20,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,4,2,23.36,441.06,1,Sim
CLI00863,Masculino,63,Não,Não,57,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,2,1,35.22,1922.89,1,Sim
CLI00864,Feminino,75,Não,Não,22,Mensal,DSL,Não,Sim,Sim,Boleto,0,1,91.86,1981.13,5,Não
CLI00865,Feminino,56,Não,Não,31,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,0,0,33.54,1066.79,5,Não
CLI00866,Masculino,62,Não,Não,31,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,1,2,103.62,3298.63,4,Não
CLI00867,Masculino,61,Sim,Não,33,Mensal,Fibra,Não,Não,Sim,Cartão de Crédito,1,1,95.83,3144.67,5,Sim
CLI00868,Feminino,,Sim,Não,44,Mensal,DSL,Sim,Não,Sim,PIX,2,2,76.27,3370.64,4,Não
CLI00869,Masculino,41,Não,Não,18,Mensal,Fibra,Não,Sim,Sim,Boleto,1,3,114.33,1950.81,2,Sim
CLI00870,Masculino,38,Sim,Sim,25,Mensal,Fibra,Sim,Sim,Sim,PIX,3,1,123.64,2911.98,5,Sim
CLI00871,Masculino,53,Não,Sim,7,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,2,2,104.44,717.12,4,Sim
CLI00872,Feminino,20,Sim,Sim,37,Anual,DSL,Sim,Sim,Não,Débito Automático,1,1,85.28,3225.13,4,Não
CLI00873,Feminino,46,Sim,Sim,49,Mensal,DSL,Sim,Sim,Não,Cartão de Crédito,1,1,92.44,4566.95,1,Não
CLI00874,Masculino,41,Não,Não,63,Bienal,DSL,Não,Sim,Não,Cartão de Crédito,0,0,75.99,4885.44,4,Não
CLI00875,Feminino,28,Não,Sim,19,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Não,PIX,0,0,24.56,443.02,3,Não
CLI00876,Feminino,69,Não,Não,51,Bienal,Fibra,Sim,Sim,Não,PIX,0,0,103.37,5034.65,5,Não
CLI00877,Masculino,34,Sim,Sim,18,Bienal,DSL,Não,Não,Não,Débito Automático,1,2,69.26,1185.26,3,Não
CLI00878,Feminino,52,Não,Não,24,Mensal,Fibra,Sim,Sim,Sim,PIX,1,1,104.77,2546.69,4,Não
CLI00879,Masculino,44,Sim,Não,42,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,1,2,44.22,1906.59,4,Não
CLI00880,Masculino,71,Sim,Sim,48,Bienal,Fibra,Sim,Não,Não,Boleto,0,0,105.3,4898.37,3,Não
CLI00881,Feminino,64,Não,Sim,3,Mensal,DSL,Sim,Não,Sim,PIX,1,1,91.71,273.95,5,Sim
CLI00882,Masculino,72,Sim,Não,10,Mensal,DSL,Sim,Sim,Sim,Débito Automático,0,0,94.1,887.76,3,Não
CLI00883,Masculino,23,Não,Não,43,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,2,34.09,1434.4,5,Não
CLI00884,Feminino,74,Sim,Não,31,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,3,1,28.05,850.03,3,Sim
CLI00885,Masculino,36,Sim,Não,10,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,0,2,32.84,323.61,3,Não
CLI00886,Feminino,49,Não,Não,27,Bienal,Fibra,Sim,Sim,Não,Débito Automático,2,1,108.16,,3,Não
CLI00887,Feminino,39,Não,Sim,7,Mensal,Fibra,Sim,Sim,Sim,PIX,1,0,129.31,889.76,2,Não
CLI00888,Masculino,47,Sim,Sim,24,Mensal,Fibra,Não,Não,Não,Boleto,1,2,108.22,2582.48,5,Não
CLI00889,Feminino,49,Não,Sim,29,Mensal,Fibra,Não,Sim,Sim,Boleto,0,2,83.84,2489.71,4,Sim
CLI00890,Feminino,18,Não,Não,14,Anual,Fibra,Sim,Sim,Não,Débito Automático,0,0,104.19,1387.62,4,Não
CLI00891,Masculino,54,Sim,Não,19,Mensal,DSL,Sim,Não,Sim,PIX,1,0,88.94,1617.04,2,Não
CLI00892,Feminino,65,Sim,Não,56,Mensal,Fibra,Sim,Não,Sim,Cartão de Crédito,2,1,121.52,6655.24,2,Sim
CLI00893,Masculino,29,Sim,Não,23,Mensal,DSL,Sim,Não,Sim,Débito Automático,1,0,77.43,1815.06,5,Não
CLI00894,Masculino,33,Não,Não,38,Mensal,DSL,Não,Não,Não,Boleto,2,1,67.85,2574.3,4,Sim
CLI00895,Masculino,30,Não,Não,9,Mensal,DSL,Não,Sim,Sim,PIX,0,1,87.66,752.63,3,Não
CLI00896,Feminino,68,Não,Sim,23,Anual,DSL,Não,Não,Sim,Débito Automático,0,0,46.55,1048.97,3,Não
CLI00897,Feminino,55,Não,Sim,49,Anual,DSL,Não,Sim,Sim,Débito Automático,1,0,86.86,4132.26,3,Sim
CLI00898,Masculino,55,Não,Sim,35,Mensal,Fibra,Sim,Sim,Sim,Débito Automático,1,1,108.31,3871.27,5,Não
CLI00899,Masculino,47,Não,Não,39,Mensal,DSL,Não,Não,Sim,PIX,2,1,61.69,2438.83,,Sim
CLI00900,Masculino,45,Não,Não,22,Bienal,DSL,Não,Sim,Não,Boleto,3,1,85.34,1867.63,3,Não
CLI00901,Feminino,24,Sim,Não,22,Anual,DSL,Sim,Sim,Sim,Cartão de Crédito,1,2,94.31,2068.02,2,Não
CLI00902,Feminino,47,Sim,Não,67,Mensal,Fibra,Sim,Não,Não,Boleto,0,0,86.09,5714.82,5,Sim
CLI00903,Masculino,40,Não,Não,31,Mensal,Fibra,Não,Sim,Não,Cartão de Crédito,2,0,96.03,2834.91,4,Não
CLI00904,Masculino,56,Não,Sim,42,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,0,0,35.85,1529.4,3,Sim
CLI00905,Masculino,66,Não,Não,22,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,0,3,31.39,679.88,1,Sim
CLI00906,,42,Sim,Sim,18,Mensal,Fibra,Sim,Sim,Sim,PIX,1,0,118.14,2162.23,5,Não
CLI00907,Feminino,48,Sim,Não,59,Bienal,DSL,Sim,Não,Sim,Boleto,0,0,75.43,4221.79,5,Não
CLI00908,Feminino,35,Sim,Sim,48,Anual,Fibra,Não,Sim,Não,PIX,4,0,106.39,5216.07,2,Sim
CLI00909,Feminino,,Sim,Não,21,Mensal,DSL,Não,Sim,Sim,PIX,0,1,89.99,1887.14,3,Não
CLI00910,Feminino,69,Não,Sim,36,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,1,1,20.9,759.3,3,Sim
CLI00911,Feminino,65,Sim,Não,10,Bienal,Sem Internet,,Não Aplicável,Sim,Boleto,1,1,27.25,268.69,4,Não
CLI00912,Masculino,67,Não,Sim,20,Mensal,DSL,Não,Sim,Sim,PIX,1,0,57.03,1139.79,5,Sim
CLI00913,Masculino,28,Sim,Não,29,Anual,DSL,Sim,Não,Sim,Boleto,0,2,62.13,1694.25,5,Não
CLI00914,Masculino,53,Sim,Não,21,Anual,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,0,2,22.44,467.74,3,Sim
CLI00915,Masculino,71,Sim,Não,54,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,3,1,116.89,6418.54,1,Sim
CLI00916,Feminino,34,Sim,Sim,13,Mensal,Fibra,Sim,Não,Sim,Débito Automático,1,1,83.37,1039.85,3,Não
CLI00917,Masculino,33,Sim,Não,52,Mensal,DSL,Não,Sim,Não,Cartão de Crédito,1,1,85.14,4439.84,5,Não
CLI00918,Masculino,35,Não,Não,8,Bienal,Fibra,Não,Sim,Sim,Débito Automático,2,3,106.52,860.84,1,Sim
CLI00919,Feminino,69,Sim,Não,59,Anual,Fibra,Sim,Sim,Sim,Débito Automático,0,0,123.79,7334.64,3,Sim
CLI00920,Feminino,19,Não,Sim,40,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,PIX,0,1,24.77,950.48,5,Não
CLI00921,Masculino,21,Não,Sim,43,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,0,1,34.7,1523.22,4,Não
CLI00922,Feminino,71,Não,Não,37,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,1,2,23.55,873.64,3,Sim
CLI00923,Feminino,72,Sim,Sim,28,Bienal,Fibra,Não,Não,Não,PIX,0,1,94.89,2575.41,3,Sim
CLI00924,Masculino,54,Sim,Não,68,Mensal,DSL,Sim,Não,Sim,Cartão de Crédito,0,2,66.3,4489.61,3,Não
CLI00925,Masculino,38,Sim,Não,20,Anual,DSL,Não,Sim,Não,Débito Automático,1,0,68.48,1344.91,4,Sim
CLI00926,Feminino,60,Sim,Não,24,Bienal,DSL,Não,Não,Sim,Boleto,0,3,42.15,1012.23,4,Não
CLI00927,Masculino,73,Não,Não,30,Anual,Fibra,Não,Sim,Não,Cartão de Crédito,2,0,119.91,3583.62,4,Sim
CLI00928,Feminino,22,Não,Não,9,Bienal,DSL,Sim,Não,Não,Cartão de Crédito,0,2,76.18,698.89,5,Não
CLI00929,Masculino,53,Não,Sim,40,Mensal,Fibra,,Sim,Não,Cartão de Crédito,1,0,123.46,5069.41,4,Sim
CLI00930,Masculino,21,Sim,Não,35,Anual,DSL,Não,Não,Sim,PIX,0,2,53.52,1802.06,1,Não
CLI00931,Feminino,59,Sim,Sim,8,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Não,Boleto,0,2,18.13,139.29,3,Não
CLI00932,Masculino,37,Não,Sim,18,Mensal,DSL,Não,Sim,Sim,Cartão de Crédito,0,0,74.91,1341.74,3,Não
CLI00933,Masculino,28,Não,Não,46,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,PIX,1,1,16.2,720.35,5,Não
CLI00934,Feminino,72,Não,Sim,26,Anual,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,4,2,27.95,726.39,1,Não
CLI00935,Masculino,34,Sim,Não,29,Mensal,Fibra,Não,Sim,Sim,Débito Automático,1,1,127.82,3517.67,5,Não
CLI00936,Masculino,41,Não,Não,22,Anual,Fibra,Não,Sim,Sim,Boleto,1,1,102.31,2316.48,5,Não
CLI00937,Feminino,68,Não,Não,10,Anual,Fibra,Não,Não,Sim,Cartão de Crédito,2,1,73.15,725.2,2,Sim
CLI00938,Feminino,29,Sim,Não,26,Mensal,Fibra,Não,Sim,Sim,Débito Automático,1,0,122.1,3012.17,4,Não
CLI00939,Masculino,72,Sim,Não,13,Mensal,Fibra,Não,Não,Não,Cartão de Crédito,0,1,82.02,1043.74,3,Não
CLI00940,Masculino,68,Sim,Não,66,Anual,DSL,,Não,Sim,Débito Automático,0,1,61.37,4096.71,5,Não
CLI00941,Feminino,49,Sim,Não,28,Anual,Fibra,Não,Sim,Sim,Débito Automático,2,0,106.6,3006.96,5,Não
CLI00942,Feminino,43,Não,Não,70,Mensal,Fibra,Sim,Não,Sim,Boleto,1,0,96.46,6797.35,5,Sim
CLI00943,Feminino,55,Não,Não,27,Anual,Fibra,Não,Sim,Sim,Boleto,2,3,89.23,2395.04,2,Sim
CLI00944,Feminino,48,Sim,Sim,34,Mensal,Fibra,Sim,Não,Não,Boleto,2,0,121.08,3994.21,4,Sim
CLI00945,Feminino,24,Sim,Não,23,Bienal,DSL,Sim,Não,Sim,PIX,2,2,64.99,1466.27,2,Sim
CLI00946,Masculino,53,Não,Não,38,Mensal,DSL,Não,Sim,Não,Cartão de Crédito,0,0,78.86,2869.16,3,Não
CLI00947,Masculino,53,Não,Não,21,Mensal,Fibra,Sim,Não,Sim,Boleto,2,2,79.11,1697.56,4,Não
CLI00948,Feminino,51,Sim,Sim,41,Anual,Fibra,Sim,Sim,Sim,Débito Automático,0,0,116.34,4651.3,5,Não
CLI00949,Feminino,49,Não,Não,48,Mensal,DSL,Não,Não,Não,Cartão de Crédito,0,1,48.37,2274.01,3,Sim
CLI00950,Masculino,74,Não,Não,28,Bienal,DSL,Sim,Não,Sim,Cartão de Crédito,0,1,67.89,1870.71,3,Não
CLI00951,Feminino,50,Não,Não,63,Anual,DSL,Não,Não,Não,Débito Automático,1,1,53.16,3417.82,4,Não
CLI00952,Feminino,28,Sim,Não,31,Anual,DSL,Não,Não,Não,Boleto,0,4,56.72,1773.85,4,Não
CLI00953,Feminino,68,Sim,Não,28,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,2,1,25.18,708.74,2,Não
CLI00954,Feminino,45,Sim,Não,56,Mensal,Fibra,Sim,Sim,Não,Boleto,2,1,137.16,7661.7,5,Não
CLI00955,Masculino,20,Não,Sim,57,Mensal,Fibra,Não,Não,Sim,PIX,1,2,81.28,,3,Sim
CLI00956,Masculino,59,Sim,Não,21,Mensal,Fibra,Não,Não,Sim,Boleto,4,3,114.68,2309.55,2,Sim
CLI00957,Masculino,60,Não,Não,40,Mensal,Fibra,Sim,Não,Não,Boleto,4,2,121.11,4769.91,2,Sim
CLI00958,Feminino,42,Não,Não,31,Mensal,Fibra,Sim,Não,Sim,Cartão de Crédito,1,2,95.64,2820.9,3,Sim
CLI00959,Feminino,67,Sim,Não,8,Mensal,Fibra,Não,Não,Não,Cartão de Crédito,2,0,97.09,748.47,2,Sim
CLI00960,Feminino,71,Sim,Sim,17,Mensal,Fibra,Sim,Sim,Sim,Débito Automático,1,0,126.77,2156.88,3,Sim
CLI00961,Masculino,54,Não,Sim,14,Bienal,Fibra,Sim,Sim,Sim,Débito Automático,1,0,111.12,1559.94,3,Não
CLI00962,Feminino,,Não,Não,33,Bienal,DSL,Não,Não,Sim,Débito Automático,0,0,43.44,1426.28,4,Não
CLI00963,Feminino,46,Não,Sim,21,Bienal,DSL,Sim,Sim,Sim,Cartão de Crédito,4,1,89.51,1858.37,1,Não
CLI00964,Feminino,55,Não,Sim,24,Mensal,DSL,Sim,Sim,Não,Cartão de Crédito,1,0,102.03,2491.95,4,Não
CLI00965,Masculino,20,Não,Não,36,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,2,3,24.92,904.88,4,Sim
CLI00966,Feminino,68,Sim,Sim,16,Anual,Fibra,Não,Sim,Sim,PIX,2,1,97.31,1528.26,4,Não
CLI00967,Feminino,68,Sim,Não,27,Mensal,Fibra,Sim,Não,Sim,PIX,0,2,114.21,3031.32,3,Sim
CLI00968,Masculino,36,Sim,Sim,45,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,3,1,103.4,4376.81,5,Sim
CLI00969,Feminino,38,Sim,Não,9,Anual,DSL,Não,Não,Sim,Débito Automático,0,1,46.54,409.3,3,Sim
CLI00970,Feminino,55,Sim,Sim,51,Mensal,Fibra,Sim,Sim,Sim,Boleto,1,2,115.53,5981.79,4,Sim
CLI00971,Feminino,41,Não,Não,27,Mensal,DSL,Não,Não,Sim,Cartão de Crédito,1,1,60.61,1638.79,3,Não
CLI00972,Masculino,72,Sim,Não,35,Anual,Fibra,Sim,Não,Sim,Cartão de Crédito,2,0,89.67,3138.18,5,Não
CLI00973,Feminino,27,Sim,Não,15,Mensal,DSL,Não,Sim,Sim,PIX,0,0,53.44,790.91,5,Não
CLI00974,Masculino,24,Não,Sim,63,Bienal,Fibra,Não,Não,Sim,Boleto,0,3,90.66,5624.04,4,Não
CLI00975,Masculino,41,Não,Não,49,Mensal,Fibra,Não,Sim,Sim,Cartão de Crédito,2,0,101.81,5067.29,3,Sim
CLI00976,Masculino,43,Não,Não,34,Anual,Fibra,Sim,Não,Sim,PIX,1,1,117.84,4065.17,4,Não
CLI00977,Masculino,33,Não,Sim,25,Mensal,Fibra,Sim,Não,Não,Boleto,2,0,117.64,2795.28,5,Sim
CLI00978,Feminino,,Não,Não,15,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Boleto,1,0,32.03,490.7,5,Não
CLI00979,Masculino,55,Sim,Sim,13,Anual,DSL,Sim,Sim,Sim,Cartão de Crédito,1,1,99.16,1244.09,4,Não
CLI00980,Masculino,33,Sim,Não,62,Anual,Fibra,Sim,Sim,Sim,Débito Automático,2,0,128.21,7841.13,4,Não
CLI00981,Masculino,46,Sim,Sim,20,Mensal,DSL,Não,Não,Sim,Cartão de Crédito,0,2,56.11,1120.52,4,Sim
CLI00982,Feminino,65,Sim,Não,67,Mensal,Fibra,Não,Sim,Sim,PIX,1,0,93.19,5903.3,5,Não
CLI00983,Feminino,18,Não,Sim,32,Anual,Fibra,Sim,Sim,Sim,Boleto,1,3,91.55,2856.96,5,Não
CLI00984,Masculino,57,Sim,Não,37,Anual,DSL,Sim,Não,Sim,PIX,0,0,78.14,2858.12,5,Não
CLI00985,Masculino,21,Sim,Não,29,Mensal,DSL,Não,Sim,Sim,Cartão de Crédito,3,4,94.48,2730.67,1,Não
CLI00986,Feminino,40,Sim,Não,21,Bienal,DSL,Sim,Sim,Sim,Débito Automático,2,0,56.22,1118.19,5,Não
CLI00987,Feminino,69,Sim,Não,40,Mensal,Fibra,Não,Não,Não,PIX,2,0,107.68,4275.13,3,Sim
CLI00988,Feminino,67,Sim,Não,46,Mensal,DSL,Não,Não,Não,Débito Automático,0,1,83.29,3799.82,3,Não
CLI00989,Feminino,44,Não,Não,28,Mensal,DSL,Sim,Sim,Sim,Cartão de Crédito,1,0,83.45,2289.26,,Não
CLI00990,Masculino,19,Não,Não,26,Anual,DSL,Não,Sim,Não,Boleto,1,0,71.41,1898.44,5,Não
CLI00991,Feminino,58,Sim,Sim,53,Bienal,DSL,Não,Não,Sim,Boleto,1,2,69.53,3544.25,3,Sim
CLI00992,Feminino,71,Não,Sim,51,Bienal,DSL,Sim,Não,Sim,Débito Automático,1,1,74.19,3646.64,2,Não
CLI00993,Masculino,72,Não,Não,16,Anual,Fibra,Sim,Não,Sim,Boleto,1,2,96.53,1458.22,4,Não
CLI00994,Masculino,25,Não,Sim,48,Mensal,Fibra,Não,Sim,Sim,PIX,1,0,132.97,6054.69,2,Não
CLI00995,Feminino,74,Sim,Não,24,Mensal,Fibra,Não,Sim,Sim,Boleto,0,0,101.19,2312.71,4,Não
CLI00996,Feminino,73,Não,Não,49,Bienal,Fibra,Não,Sim,Sim,Débito Automático,3,2,114.0,5681.65,2,Não
CLI00997,Masculino,47,Sim,Não,26,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,1,0,18.09,450.97,1,Sim
CLI00998,Feminino,32,Sim,Não,39,Anual,Sem Internet,Não Aplicável,Não Aplicável,Não,Cartão de Crédito,1,0,29.66,1091.95,5,Não
CLI00999,Feminino,21,Sim,Não,49,Bienal,Fibra,Não,Não,Sim,Boleto,3,0,65.44,3241.05,5,Não
CLI01000,Feminino,50,Não,Sim,15,Mensal,Fibra,Sim,Sim,Sim,Cartão de Crédito,1,0,103.82,1573.23,4,Não
CLI01001,Feminino,72,Não,Não,20,Anual,Fibra,Não,Não,Sim,PIX,3,0,106.3,2118.82,4,Não
CLI01002,Masculino,46,Não,Não,11,Anual,Fibra,Sim,Sim,Sim,PIX,3,1,112.45,1244.8,4,Sim
CLI01003,Feminino,24,Não,Não,28,Anual,Fibra,Não,Sim,Sim,Boleto,1,2,111.5,2992.37,5,Não
CLI01004,Feminino,58,Não,Não,41,Mensal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Cartão de Crédito,0,1,23.65,957.91,3,Não
CLI01005,Masculino,45,Não,Sim,32,Bienal,Sem Internet,Não Aplicável,Não Aplicável,Sim,Débito Automático,1,3,28.59,924.26,3,Não
CLI01006,Masculino,58,Não,Não,42,Bienal,DSL,Sim,Sim,Sim,Débito Automático,2,2,95.53,3781.39,1,Sim
CLI01007,Feminino,18,Sim,Não,32,Mensal,Fibra,Sim,Não,Sim,Cartão de Crédito,0,3,114.37,3735.06,4,Sim
